PlayerID,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
656,Cesar Izturis,Reds,3,1,3,1,1,0,0,0,0,2,1.000,0,0,0,1,1,0,0,0,1.000
1165,Chris Valaika,Marlins,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
1443,Mark Ellis,Dodgers,6,4,6,4,4,0,0,0,0,7,1.000,0,0,0,2,0,0,0,0,1.000
1736,Jose Reyes,Blue Jays,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
1867,Darnell McDonald,Cubs,1,1,1,1,0,1,0,0,0,0,1.000,0,0,0,0,0,0,0,0,1.000
2225,Jason Bourgeois,Rays,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
2233,Adam Wainwright,Cardinals,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
2748,Pete Orr,Phillies,1,1,1,1,1,0,0,0,0,0,1.000,0,0,0,0,0,0,0,0,1.000
3118,Jesus Guzman,Padres,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
3448,Jeff Mathis,Marlins,2,2,2,2,2,0,0,0,0,4,1.000,0,0,0,0,0,0,0,0,1.000
3648,Rene Rivera,Padres,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
3692,Jack Hannahan,Reds,3,2,3,2,2,0,0,0,0,2,1.000,0,0,0,1,0,0,0,0,1.000
3708,Rajai Davis,Blue Jays,4,2,4,2,2,0,0,0,0,4,1.000,0,0,0,2,0,0,0,0,1.000
3815,Mat Latos,Reds,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
4063,Anthony Recker,Mets,3,1,3,1,1,0,0,0,0,3,1.000,0,0,0,2,0,0,0,0,1.000
4182,Jonathan Herrera,Rockies,4,2,4,2,1,1,0,0,0,5,1.000,0,0,0,1,1,0,0,0,1.000
4220,Ryan Zimmerman,Nationals,2,2,2,2,2,0,0,0,0,2,1.000,0,0,0,0,0,0,0,0,1.000
4403,Erik Kratz,Phillies,2,2,2,2,2,0,0,0,0,2,1.000,0,0,0,0,0,0,0,0,1.000
4906,Alberto Gonzalez,Yankees,2,2,2,2,2,0,0,0,0,2,1.000,0,0,0,0,0,0,0,0,1.000
5212,Alfredo Marte,Diamondbacks,1,1,1,1,0,1,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
5277,Tuffy Gosewisch,Diamondbacks,1,1,1,1,0,1,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
5278,Pedro Ciriaco,Padres,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
5371,Juan Perez,Giants,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
5985,Randall Delgado,Diamondbacks,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
7095,Chris Dickerson,Orioles,1,1,1,1,1,0,0,0,0,2,1.000,0,0,0,0,0,0,0,0,1.000
7226,Matt Davidson,Diamondbacks,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
7250,Collin Cowgill,Mets,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
7532,Ed Lucas,Marlins,2,2,2,2,2,0,0,0,0,2,1.000,0,0,0,0,0,0,0,0,1.000
7620,Justin Ruggiano,Marlins,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
7624,Carlos Torres,Mets,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
7739,Travis d'Arnaud,Mets,1,1,1,1,0,1,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
7945,Jaff Decker,Padres,1,1,1,1,1,0,0,0,0,0,1.000,0,0,0,0,0,0,0,0,1.000
8175,Chris Nelson,- - -,2,2,2,2,2,0,0,0,0,3,1.000,0,0,0,0,0,0,0,0,1.000
9219,Danny Espinosa,Nationals,1,1,1,1,0,1,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
9345,Brock Holt,Red Sox,2,1,2,1,1,0,0,0,0,2,1.000,0,0,0,1,0,0,0,0,1.000
9414,Quintin Berry,Red Sox,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
9853,Sean Halton,Brewers,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
9871,Bryan Anderson,White Sox,1,1,1,1,0,1,0,0,0,2,1.000,0,0,0,0,0,0,0,0,1.000
10021,Mike Minor,Braves,2,2,2,2,1,1,0,0,0,3,1.000,0,0,0,0,0,0,0,0,1.000
10131,Stephen Strasburg,Nationals,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
10329,Reymond Fuentes,Padres,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
10416,Wilfredo Tovar,Mets,1,1,1,1,1,0,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
10815,Jurickson Profar,Rangers,3,2,3,2,2,0,0,0,0,2,1.000,0,0,0,0,1,0,0,0,1.000
11713,Matt Harvey,Mets,1,1,1,1,0,1,0,0,0,1,1.000,0,0,0,0,0,0,0,0,1.000
14225,Yasiel Puig,Dodgers,9,7,10,7,6,1,0,0,0,4,1.000,0,0,0,3,0,0,0,0,1.000
